id,num_rooms,num_baths,square_meters,orientation,year_built,door,is_furnished,has_pool,neighborhood,num_crimes,has_ac,accepts_pets,num_supermarkets,price
8318,4.0,3.0,104.0,south,2001.0,5º - 4a,True,True,Ciutat Vella,8.0,False,False,,1084
4394,2.0,,52.0,north,2012.0,3º - 4a,False,True,Les Cors,0.0,False,True,,1156
1288,2.0,3.0,169.0,east,1959.0,6º - 3a,False,True,Sarrià-Sant Gervasi,0.0,False,True,,1897
4356,3.0,2.0,131.0,north,1961.0,3º - 4a,False,True,Les Cors,0.0,False,False,,1137
7014,1.0,1.0,154.0,,1993.0,3º - 4a,False,True,Sant Andreu,9.0,True,False,,1268
3886,2.0,2.0,166.0,north,1960.0,7º - 4a,False,False,Eixample,0.0,True,True,,1460
5750,3.0,1.0,,,1962.0,5º - 4a,True,True,Eixample,0.0,False,True,,1280
9170,3.0,3.0,88.0,south,1991.0,9º - 1a,True,True,Sarrià-Sant Gervasi,0.0,False,False,,1119
2408,3.0,1.0,105.0,,1980.0,1º - 1a,True,True,Ciutat Vella,0.0,True,False,,1184
2014,4.0,1.0,73.0,east,2001.0,9º - 4a,True,True,Sants,6.0,True,True,,1293
5154,1.0,1.0,158.0,,1984.0,7º - 1a,,False,Sants,0.0,False,True,,1617
8552,2.0,1.0,107.0,,1966.0,8º - 4a,False,True,Horta,1.0,True,False,,968
4377,3.0,1.0,137.0,,1995.0,2º - 4a,False,False,Horta,0.0,True,False,,1105
8823,4.0,2.0,111.0,west,1953.0,3º - 1a,,False,Nou Barris,3.0,True,False,,1115
4274,2.0,3.0,86.0,south,2011.0,6º - 1a,False,True,Ciutat Vella,10.0,True,False,,506
5826,4.0,3.0,68.0,,2007.0,4º - 3a,False,True,Gràcia,0.0,False,False,3.0,888
6700,1.0,1.0,164.0,,1965.0,4º - 1a,True,True,Sant Martí,7.0,False,False,3.0,1110
7244,3.0,2.0,121.0,east,1961.0,5º - 1a,True,False,Sant Martí,8.0,False,False,2.0,960
450,2.0,1.0,125.0,,1954.0,6º - 1a,False,True,Sant Andreu,2.0,True,True,,1092
2228,1.0,3.0,64.0,west,1992.0,4º - 4a,True,False,Gràcia,0.0,True,True,,828
5757,1.0,2.0,156.0,south,1982.0,4º - 1a,True,False,Ciutat Vella,2.0,False,True,,1571
811,3.0,1.0,102.0,south,1993.0,8º - 3a,False,False,Sants,3.0,,True,,1158
4181,3.0,1.0,156.0,south,1967.0,10º - 1a,False,False,Nou Barris,4.0,True,True,,1123
9001,1.0,3.0,66.0,,1979.0,8º - 4a,True,False,Ciutat Vella,0.0,True,False,2.0,818
5439,1.0,1.0,83.0,,1974.0,3º - 3a,False,False,Ciutat Vella,2.0,True,True,,906
7534,3.0,1.0,168.0,east,2004.0,10º - 4a,False,False,Gràcia,5.0,True,False,,1165
6370,2.0,3.0,118.0,west,,3º - 4a,False,False,Ciutat Vella,6.0,False,True,,1035
8417,4.0,3.0,152.0,east,1982.0,2º - 2a,True,False,Nou Barris,10.0,True,True,,921
1478,4.0,2.0,61.0,,1968.0,4º - 3a,False,True,Eixample,0.0,True,False,3.0,834
1791,1.0,2.0,143.0,south,2009.0,10º - 1a,False,True,Sants,9.0,False,True,2.0,800
2009,1.0,1.0,109.0,east,1979.0,,True,False,,0.0,False,True,,1009
683,3.0,2.0,135.0,west,2019.0,6º - 1a,False,False,Gràcia,4.0,True,False,,974
2817,4.0,1.0,169.0,,1985.0,6º - 3a,True,False,Sants,0.0,True,False,,1609
9432,2.0,1.0,104.0,south,1994.0,3º - 3a,True,False,Sant Martí,6.0,False,False,2.0,1083
3775,1.0,3.0,117.0,,1998.0,5º - 1a,True,False,Gràcia,7.0,True,True,,1056
6496,1.0,2.0,54.0,north,1956.0,2º - 3a,True,True,Horta,0.0,False,True,,523
8879,1.0,3.0,131.0,west,2014.0,5º - 4a,False,False,Ciutat Vella,2.0,False,True,,918
7362,3.0,1.0,119.0,west,2016.0,5º - 2a,True,True,Sant Martí,0.0,True,True,,948
8367,1.0,1.0,60.0,east,1956.0,5º - 1a,True,False,Horta,1.0,False,False,,513
7475,2.0,2.0,108.0,north,1991.0,4º - 2a,True,True,Sants,1.0,False,False,,1102
47,4.0,1.0,152.0,north,2007.0,7º - 2a,True,True,Sarrià-Sant Gervasi,0.0,True,True,,1264
31,1.0,2.0,74.0,north,1950.0,4º - 3a,True,True,Sants,2.0,True,False,1.0,781
8251,1.0,2.0,167.0,north,1955.0,7º - 3a,False,False,Ciutat Vella,0.0,False,False,,1128
6936,1.0,1.0,90.0,north,1994.0,7º - 3a,False,False,Ciutat Vella,7.0,False,False,,964
1469,4.0,3.0,62.0,,1989.0,5º - 3a,True,False,Sant Martí,0.0,False,True,,1339
1666,2.0,1.0,62.0,south,1991.0,9º - 1a,True,False,Ciutat Vella,0.0,True,False,,836
1417,1.0,1.0,131.0,,1989.0,4º - 2a,False,True,Les Cors,0.0,False,True,,1009
6481,93.0,3.0,153.0,south,1960.0,8º - 4a,True,True,Sant Martí,0.0,False,True,,1255
4853,1.0,1.0,115.0,,1962.0,3º - 3a,False,False,Sants,10.0,False,True,,996
2471,4.0,3.0,98.0,south,2004.0,2º - 2a,False,True,Horta,6.0,,True,1.0,1085
4374,1.0,1.0,144.0,west,1997.0,4º - 4a,True,False,Ciutat Vella,0.0,True,True,1.0,1535
8525,3.0,2.0,160.0,south,2020.0,4º - 1a,False,True,Sant Andreu,1.0,False,False,2.0,981
430,4.0,1.0,62.0,east,1974.0,10º - 3a,True,False,Sants,0.0,False,False,,1109
5245,1.0,3.0,62.0,south,1987.0,10º - 4a,True,False,Les Cors,10.0,True,False,,461
2120,4.0,3.0,66.0,,1987.0,6º - 4a,False,,Ciutat Vella,0.0,True,False,,1267
386,4.0,,107.0,east,1966.0,4º - 4a,False,True,Horta,0.0,True,True,,1357
1946,4.0,1.0,149.0,,2003.0,4º - 3a,True,True,Eixample,0.0,True,True,,1463
4225,4.0,3.0,93.0,,1988.0,6º - 2a,True,True,Ciutat Vella,7.0,False,True,,1097
474,4.0,1.0,136.0,east,1976.0,4º - 4a,False,True,Sarrià-Sant Gervasi,0.0,True,True,,1120
2130,4.0,3.0,98.0,,1987.0,4º - 3a,True,False,Gràcia,8.0,True,True,,977
6557,3.0,3.0,104.0,south,1951.0,5º - 2a,True,True,Gràcia,0.0,False,True,2.0,1067
6999,1.0,3.0,72.0,west,1989.0,10º - 4a,True,False,Sarrià-Sant Gervasi,0.0,True,,,786
1056,1.0,3.0,111.0,east,2003.0,8º - 3a,False,False,Ciutat Vella,6.0,True,True,,1424
3275,4.0,2.0,61.0,north,1953.0,4º - 4a,False,True,Eixample,,True,True,,973
4962,1.0,3.0,50.0,west,1956.0,5º - 2a,True,False,Horta,1.0,False,True,,879
5364,2.0,3.0,74.0,,2004.0,8º - 3a,False,False,Horta,9.0,True,False,,713
5817,2.0,2.0,70.0,east,1970.0,4º - 1a,True,True,Horta,0.0,False,True,,1148
812,3.0,3.0,68.0,north,1954.0,1º - 1a,False,False,Nou Barris,5.0,True,False,,941
4574,1.0,2.0,126.0,north,2010.0,7º - 2a,True,False,Horta,4.0,False,,,878
6138,3.0,2.0,133.0,west,2006.0,6º - 1a,False,True,Nou Barris,10.0,False,False,3.0,1075
2389,3.0,2.0,95.0,,1966.0,1º - 2a,False,False,Sant Andreu,10.0,False,True,,785
9649,2.0,2.0,72.0,,2000.0,3º - 4a,False,False,Les Cors,3.0,True,True,2.0,694
6226,1.0,1.0,160.0,east,2021.0,6º - 3a,True,True,Sants,0.0,False,False,2.0,1394
112,3.0,2.0,55.0,west,1991.0,7º - 4a,False,False,Nou Barris,3.0,True,False,,857
8910,2.0,3.0,79.0,north,2012.0,5º - 1a,True,True,Ciutat Vella,0.0,False,False,,959
1746,2.0,3.0,52.0,,1955.0,7º - 3a,False,False,Nou Barris,4.0,False,False,,640
7852,1.0,1.0,147.0,north,2000.0,5º - 1a,True,False,Sant Martí,6.0,True,True,,847
1453,4.0,2.0,96.0,west,1960.0,8º - 1a,True,True,Eixample,0.0,False,True,,1050
320,2.0,2.0,67.0,west,1955.0,10º - 4a,True,True,Nou Barris,7.0,False,False,3.0,850
8594,3.0,1.0,63.0,north,1991.0,7º - 4a,True,True,Sant Andreu,5.0,True,True,,643
3334,4.0,2.0,138.0,,1977.0,6º - 1a,True,True,Sant Martí,0.0,True,False,,1419
1923,4.0,2.0,64.0,west,1965.0,6º - 1a,False,False,Les Cors,0.0,False,False,,980
5866,3.0,2.0,159.0,west,1982.0,7º - 3a,False,True,Nou Barris,7.0,False,True,,1278
9529,1.0,3.0,163.0,north,2020.0,5º - 2a,False,False,Horta,0.0,True,True,,1244
3686,2.0,3.0,153.0,,2005.0,2º - 3a,True,False,Gràcia,0.0,False,True,,1523
4276,3.0,1.0,77.0,north,1973.0,4º - 4a,False,False,Sant Martí,4.0,True,False,,988
4890,3.0,1.0,125.0,west,1994.0,8º - 3a,False,False,Sant Andreu,3.0,True,True,2.0,1411
5226,4.0,1.0,-15.0,west,1984.0,6º - 2a,True,,Sant Andreu,2.0,False,True,,1093
7473,2.0,2.0,94.0,south,2016.0,1º - 3a,True,False,,10.0,True,True,,839
3606,3.0,2.0,65.0,north,2013.0,4º - 2a,True,False,Sarrià-Sant Gervasi,6.0,False,True,,633
1053,3.0,3.0,-97.0,east,2000.0,1º - 3a,True,True,Ciutat Vella,0.0,False,True,,1352
4157,2.0,3.0,168.0,,2008.0,4º - 4a,True,False,Sarrià-Sant Gervasi,0.0,False,,,1578
9677,3.0,2.0,155.0,west,1977.0,3º - 2a,False,True,Sarrià-Sant Gervasi,0.0,False,True,,1387
100,1.0,2.0,123.0,,1994.0,10º - 4a,False,False,Sants,3.0,False,True,,1086
7509,1.0,3.0,124.0,east,1975.0,3º - 1a,False,True,Horta,10.0,False,True,,1167
1457,2.0,1.0,64.0,,1969.0,4º - 3a,True,False,Sant Martí,2.0,True,False,,710
7689,2.0,3.0,83.0,north,2013.0,4º - 3a,False,True,Nou Barris,5.0,True,False,,746
4005,4.0,2.0,99.0,south,1981.0,4º - 1a,True,True,Nou Barris,1.0,True,True,3.0,1151
6867,3.0,2.0,123.0,,,6º - 2a,False,True,Les Cors,0.0,True,False,,1271
4510,4.0,3.0,94.0,north,1973.0,6º - 1a,True,True,Nou Barris,7.0,True,True,,1217
3300,1.0,2.0,50.0,,1987.0,4º - 1a,True,False,Sant Andreu,10.0,False,False,2.0,596
3800,1.0,1.0,139.0,west,1982.0,2º - 1a,True,False,Nou Barris,3.0,False,False,,1163
4282,2.0,2.0,74.0,west,,10º - 4a,False,False,Gràcia,0.0,False,False,,868
9052,1.0,2.0,91.0,north,2012.0,7º - 3a,,True,Eixample,0.0,True,True,2.0,1142
6463,4.0,1.0,154.0,east,2007.0,7º - 3a,False,False,Les Cors,0.0,True,True,,1415
7913,4.0,2.0,160.0,,2015.0,3º - 2a,False,False,Horta,0.0,False,False,,1369
1415,2.0,2.0,112.0,west,1994.0,9º - 2a,False,True,Ciutat Vella,9.0,False,True,,779
541,3.0,1.0,52.0,,1969.0,1º - 4a,False,False,Ciutat Vella,9.0,False,True,,383
5816,3.0,2.0,65.0,south,1967.0,8º - 1a,True,True,Eixample,1.0,False,True,,1033
8200,3.0,2.0,134.0,west,1985.0,4º - 4a,False,True,Sarrià-Sant Gervasi,10.0,False,True,,1219
3681,1.0,1.0,61.0,east,1984.0,9º - 4a,False,False,Sant Martí,5.0,False,False,,838
755,2.0,2.0,67.0,west,1996.0,4º - 4a,False,False,Horta,0.0,False,,,855
4197,3.0,3.0,157.0,west,2020.0,8º - 3a,False,False,Sants,2.0,True,True,3.0,1126
2651,4.0,1.0,55.0,east,2014.0,6º - 2a,False,False,Les Cors,0.0,False,False,,853
4523,1.0,1.0,56.0,,1989.0,3º - 2a,True,True,Eixample,0.0,True,True,,897
9520,3.0,1.0,124.0,south,1952.0,4º - 1a,False,,Ciutat Vella,8.0,True,True,,763
3119,4.0,2.0,168.0,west,1955.0,3º - 4a,False,False,Sant Andreu,7.0,False,True,,1336
3729,3.0,1.0,-78.0,west,2009.0,9º - 2a,False,False,Gràcia,6.0,False,,,678
3887,2.0,2.0,97.0,,1952.0,4º - 3a,False,False,Nou Barris,8.0,False,False,,1172
7108,4.0,1.0,91.0,south,1963.0,2º - 3a,True,True,Sants,7.0,True,False,,821
8069,2.0,3.0,55.0,south,2003.0,9º - 2a,True,False,Ciutat Vella,6.0,True,True,,733
7326,4.0,2.0,97.0,south,1967.0,8º - 4a,False,False,Sant Andreu,2.0,False,False,,988
8484,4.0,2.0,159.0,,2008.0,1º - 1a,False,True,Ciutat Vella,0.0,False,False,,1260
8768,3.0,2.0,86.0,,2015.0,9º - 4a,True,True,Sant Andreu,0.0,True,True,3.0,889
6501,4.0,2.0,128.0,east,1979.0,6º - 1a,True,False,Horta,0.0,True,False,3.0,914
8427,2.0,2.0,166.0,,2016.0,4º - 1a,False,True,,0.0,False,False,,1319
7964,3.0,1.0,162.0,south,2011.0,4º - 3a,True,True,Horta,,False,True,,1466
602,4.0,2.0,136.0,south,2017.0,9º - 2a,True,True,Horta,0.0,False,False,,1344
9250,2.0,2.0,91.0,south,2004.0,10º - 2a,False,True,Ciutat Vella,0.0,True,True,,949
8920,2.0,3.0,124.0,,1971.0,6º - 4a,True,True,Horta,0.0,True,True,,1441
6815,1.0,3.0,-36.0,,1966.0,2º - 3a,True,False,Sarrià-Sant Gervasi,0.0,True,True,,982
5412,1.0,3.0,60.0,,1960.0,5º - 1a,True,False,Sant Martí,10.0,False,False,,743
8748,2.0,3.0,151.0,south,1961.0,3º - 3a,True,False,Sants,7.0,True,False,1.0,1285
5523,1.0,2.0,142.0,east,1982.0,8º - 1a,True,False,Sants,2.0,False,False,,1343
1045,2.0,3.0,139.0,west,1968.0,8º - 4a,True,True,Gràcia,7.0,,False,2.0,1403
7335,1.0,2.0,85.0,east,,8º - 2a,True,False,Gràcia,0.0,True,False,,1302
1558,3.0,1.0,118.0,west,1970.0,1º - 4a,True,True,Sant Martí,4.0,True,False,,1201
3740,4.0,2.0,109.0,south,1960.0,10º - 2a,False,False,Gràcia,0.0,True,False,,1639
3523,4.0,1.0,149.0,,1975.0,4º - 3a,False,False,Ciutat Vella,10.0,True,False,,1057
181,1.0,3.0,74.0,south,1952.0,,False,False,Sants,4.0,False,False,,854
2116,2.0,1.0,70.0,north,2016.0,7º - 4a,False,False,Sant Andreu,8.0,True,True,,780
1700,4.0,1.0,116.0,,1975.0,7º - 1a,True,True,Sants,9.0,True,True,,1001
1380,2.0,1.0,120.0,,1985.0,8º - 3a,False,True,Ciutat Vella,5.0,True,True,,1389
7230,4.0,1.0,99.0,north,2015.0,1º - 4a,True,False,Ciutat Vella,0.0,True,True,,1211
9144,1.0,2.0,75.0,,1965.0,6º - 4a,False,False,Horta,9.0,False,False,,659
619,3.0,2.0,56.0,,1960.0,4º - 1a,False,False,,0.0,False,,,1176
3182,3.0,1.0,79.0,south,1979.0,6º - 4a,True,False,Sants,0.0,False,False,,1113
9852,3.0,1.0,151.0,,1966.0,1º - 1a,True,False,Sant Martí,0.0,True,False,,1240
1601,4.0,1.0,79.0,south,2002.0,3º - 2a,True,False,Gràcia,0.0,False,False,,887
5964,4.0,1.0,77.0,north,1992.0,10º - 3a,False,True,Les Cors,0.0,False,,,1024
1616,3.0,1.0,53.0,,2008.0,9º - 2a,True,True,Nou Barris,10.0,False,True,1.0,837
5921,1.0,3.0,56.0,south,1956.0,4º - 1a,False,False,Eixample,0.0,False,False,,992
9592,3.0,3.0,75.0,east,1983.0,6º - 3a,False,False,Gràcia,3.0,False,True,,845
3892,3.0,3.0,134.0,south,,10º - 4a,False,True,Sarrià-Sant Gervasi,0.0,True,False,,1392
2084,2.0,1.0,50.0,,2001.0,3º - 4a,,False,Ciutat Vella,6.0,True,False,,847
4575,1.0,1.0,117.0,west,1963.0,3º - 3a,True,False,Sant Martí,5.0,False,True,,732
5595,2.0,2.0,111.0,west,1954.0,8º - 4a,False,False,Ciutat Vella,9.0,True,False,,963
5122,4.0,2.0,69.0,,1966.0,6º - 2a,False,False,Les Cors,1.0,True,False,,853
4588,1.0,3.0,95.0,,1950.0,7º - 3a,True,False,Les Cors,7.0,False,True,,748
4903,4.0,,153.0,,1960.0,4º - 1a,False,True,Ciutat Vella,3.0,True,True,,1527
8253,4.0,1.0,50.0,west,2010.0,7º - 1a,True,False,Sarrià-Sant Gervasi,0.0,False,True,,932
5917,1.0,,117.0,north,1955.0,1º - 2a,True,False,Sant Martí,0.0,True,True,,1009
5130,4.0,1.0,56.0,west,2020.0,6º - 1a,False,False,Sant Andreu,9.0,True,True,,897
8335,3.0,3.0,140.0,,2009.0,4º - 2a,False,True,Nou Barris,4.0,False,False,1.0,1092
1919,3.0,1.0,159.0,south,1961.0,6º - 4a,False,True,Horta,10.0,True,False,,1307
8331,4.0,3.0,164.0,north,1982.0,1º - 2a,True,False,Gràcia,0.0,True,True,,1491
5708,4.0,1.0,120.0,,1959.0,7º - 2a,False,True,Nou Barris,3.0,False,True,3.0,1661
5385,4.0,1.0,117.0,east,1979.0,4º - 4a,False,False,Gràcia,3.0,True,False,,898
6337,47.0,1.0,149.0,north,1980.0,9º - 3a,False,True,Eixample,0.0,False,True,,1066
2055,3.0,2.0,146.0,south,1961.0,6º - 2a,False,False,Sarrià-Sant Gervasi,0.0,,True,,1249
7613,1.0,1.0,161.0,east,1984.0,4º - 2a,True,False,Gràcia,0.0,False,True,,1284
9210,4.0,1.0,137.0,west,2002.0,5º - 1a,True,True,Sant Martí,4.0,False,False,,1618
3964,1.0,2.0,147.0,east,1964.0,2º - 4a,True,False,Ciutat Vella,0.0,True,True,,1345
1127,4.0,2.0,61.0,south,1965.0,2º - 2a,True,True,Ciutat Vella,0.0,True,True,,544
3429,2.0,1.0,97.0,east,1968.0,2º - 3a,True,True,Sants,2.0,True,False,,849
4602,1.0,2.0,51.0,north,2020.0,7º - 2a,True,False,Eixample,0.0,False,True,,433
3722,3.0,2.0,133.0,east,1967.0,6º - 3a,True,True,Gràcia,0.0,True,True,,1439
2390,2.0,1.0,68.0,west,1965.0,8º - 2a,False,False,Sant Martí,9.0,True,False,,638
1323,1.0,1.0,121.0,north,1972.0,1º - 1a,True,True,Eixample,0.0,False,True,,955
1604,1.0,2.0,102.0,south,1962.0,8º - 2a,,False,Sants,0.0,False,True,,980
7225,2.0,2.0,90.0,south,1968.0,10º - 1a,True,False,Sarrià-Sant Gervasi,0.0,False,True,,1223
7426,4.0,2.0,155.0,north,2020.0,8º - 4a,False,False,Sarrià-Sant Gervasi,0.0,True,False,,1572
4337,4.0,2.0,72.0,,1985.0,3º - 2a,True,True,Ciutat Vella,0.0,True,False,,922
5594,2.0,3.0,121.0,,2013.0,8º - 3a,False,True,Les Cors,0.0,True,True,,1141
4412,2.0,,113.0,west,1982.0,6º - 3a,False,False,Sant Martí,3.0,False,False,,1179
5859,1.0,2.0,148.0,west,2000.0,10º - 2a,True,False,Gràcia,0.0,True,True,,1487
9344,4.0,1.0,134.0,north,1966.0,5º - 3a,False,True,Sants,4.0,True,False,2.0,1139
3992,1.0,3.0,121.0,east,2014.0,2º - 2a,False,True,Eixample,0.0,False,True,,1174
6080,2.0,2.0,169.0,,1984.0,7º - 2a,True,False,Sant Andreu,0.0,False,True,,1293
1560,3.0,2.0,164.0,south,1959.0,8º - 3a,False,True,Gràcia,5.0,True,,,1237
4683,1.0,1.0,150.0,south,2001.0,10º - 4a,True,False,Gràcia,6.0,False,False,,1371
7558,4.0,1.0,114.0,,2014.0,2º - 1a,True,True,Ciutat Vella,0.0,False,True,,1372
3773,4.0,1.0,103.0,,2012.0,1º - 1a,True,True,Sant Martí,3.0,False,False,,702
8780,2.0,1.0,160.0,north,1974.0,9º - 1a,,True,Nou Barris,10.0,False,True,,1009
3458,1.0,1.0,125.0,south,1954.0,4º - 2a,True,True,Eixample,0.0,True,True,,1277
8384,3.0,1.0,54.0,east,1968.0,3º - 2a,True,True,Horta,7.0,True,True,,745
1355,2.0,2.0,155.0,,1989.0,7º - 4a,False,,Sant Andreu,1.0,False,True,,1315
46,4.0,2.0,136.0,,1969.0,1º - 1a,False,False,Sant Martí,2.0,False,True,,1583
9873,2.0,3.0,157.0,west,1976.0,10º - 3a,True,True,Horta,7.0,False,False,,1465
749,1.0,3.0,115.0,west,1979.0,7º - 2a,False,False,Gràcia,0.0,True,False,,1041
7918,3.0,2.0,126.0,north,2006.0,6º - 4a,True,False,Les Cors,0.0,False,True,,1309
4242,3.0,1.0,114.0,south,1977.0,4º - 1a,False,False,Ciutat Vella,6.0,True,False,,725
5629,4.0,1.0,135.0,west,1978.0,2º - 2a,False,False,Gràcia,7.0,False,True,,1310
4658,2.0,1.0,130.0,north,1980.0,7º - 1a,False,False,Gràcia,0.0,True,True,,1348
4239,4.0,2.0,89.0,east,1984.0,1º - 4a,True,False,Horta,6.0,True,True,,1068
3461,4.0,1.0,153.0,north,1954.0,9º - 4a,True,True,Gràcia,0.0,False,False,,1108
7382,3.0,2.0,54.0,north,2008.0,4º - 3a,True,False,Les Cors,2.0,False,False,2.0,888
5550,2.0,2.0,106.0,west,2011.0,4º - 4a,True,False,Sant Andreu,0.0,True,False,,936
7076,4.0,3.0,51.0,east,2018.0,2º - 1a,True,True,Sant Andreu,9.0,True,False,3.0,602
5839,2.0,3.0,64.0,south,1958.0,6º - 4a,False,False,Sarrià-Sant Gervasi,0.0,False,True,,1069
8092,2.0,1.0,53.0,,1970.0,10º - 2a,True,True,Horta,0.0,True,True,,973
5475,2.0,2.0,154.0,,1990.0,10º - 2a,False,True,Les Cors,0.0,False,False,,1153
3615,4.0,2.0,101.0,north,1970.0,,True,False,Sants,3.0,False,False,,1185
7502,4.0,2.0,148.0,north,1971.0,8º - 2a,False,False,Sant Andreu,0.0,True,True,2.0,1464
7054,1.0,2.0,130.0,,1972.0,7º - 3a,False,False,Sant Martí,3.0,True,False,,1191
7368,2.0,2.0,82.0,south,1995.0,2º - 4a,False,True,Les Cors,0.0,True,True,3.0,1053
8020,2.0,2.0,54.0,,2011.0,10º - 3a,True,True,Sant Andreu,10.0,True,,,595
9639,4.0,3.0,58.0,north,1983.0,1º - 3a,True,True,Ciutat Vella,0.0,True,True,,997
9056,1.0,2.0,135.0,south,2012.0,4º - 2a,False,True,Les Cors,0.0,False,True,,1005
665,1.0,3.0,51.0,east,1952.0,4º - 2a,False,False,Gràcia,5.0,True,False,,450
2320,3.0,1.0,156.0,,1981.0,4º - 1a,True,False,Eixample,0.0,True,False,,1544
3543,1.0,1.0,115.0,south,1958.0,3º - 4a,True,True,Eixample,0.0,True,False,3.0,1225
3678,2.0,3.0,108.0,west,,7º - 3a,,True,Eixample,0.0,False,False,,1250
9600,3.0,2.0,74.0,south,1965.0,8º - 2a,True,True,Gràcia,0.0,True,False,2.0,881
3092,2.0,1.0,135.0,north,1976.0,1º - 3a,True,True,Horta,9.0,True,True,1.0,1249
676,1.0,2.0,55.0,east,1974.0,6º - 1a,False,True,Ciutat Vella,8.0,True,True,,673
8677,4.0,1.0,75.0,east,2005.0,7º - 2a,True,False,Eixample,0.0,True,False,,612
4885,2.0,3.0,148.0,east,1994.0,4º - 4a,False,False,Sant Andreu,9.0,False,False,,769
8080,1.0,1.0,150.0,,2000.0,,True,False,Sant Andreu,3.0,False,False,,1122
1963,2.0,3.0,123.0,,2014.0,4º - 3a,False,True,Gràcia,0.0,True,True,,1205
1841,2.0,1.0,137.0,east,1974.0,4º - 3a,True,False,Les Cors,10.0,True,True,,1105
7169,2.0,2.0,81.0,east,1985.0,3º - 1a,True,False,Sarrià-Sant Gervasi,0.0,False,False,,821
